,URL,DIST_FRM_ORG,ORG,DEALER,DEALER_LINK,STREET,LOCALITY,REGION,POSTAL_CODE,TEL_TYPE,TEL_LINK
79,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10023,24.82 mi,Mercedes-Benz of Greenwich,Mercedes-Benz of Greenwich,http://www.greenwichmb.com/,261 West Putnam Ave.,Greenwich,CT,6830,(203) 869-2850,1-203-869-2850
80,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,2.19 mi,"Mercedes-Benz Manhattan, Inc.","Mercedes-Benz Manhattan, Inc.",http://www.mbmanhattan.com/,770 11th Avenue,New York,NY,10019,(212) 629-1600,1-212-629-1600
81,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,3.38 mi,Silver Star Motors,Silver Star Motors,http://www.silverstar.mercedesdealer.com/,36-11 Northern Boulevard,Long Island City,NY,11101,(718) 361-2332,1-718-361-2332
82,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,7.32 mi,Benzel-Busch Motor Car Corp.,Benzel-Busch Motor Car Corp.,http://mercedes.benzelbusch.com/,28 Grand Avenue,Englewood,NJ,7631,(866) 751-2754,1-866-751-2754
83,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,10.61 mi,"Helms Bros., Inc.","Helms Bros., Inc.",http://www.helmsbros.mercedesdealer.com/,208-24 Northern Blvd.,Bayside,NY,11361,(718) 631-8181,1-718-631-8181
84,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,12.17 mi,"Prestige Motors, Inc.","Prestige Motors, Inc.",http://www.prestige.mercedesdealer.com/,755 Route 17,Paramus,NJ,7652,(201) 265-7800,1-201-265-7800
85,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,13.46 mi,Mercedes-Benz of Brooklyn,Mercedes-Benz of Brooklyn,http://www.brooklyn.mercedesdealer.com/,1810 Shore Parkway,Brooklyn,NY,11214,(718) 258-5100,1-718-258-5100
86,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,14.41 mi,Mercedes-Benz of New Rochelle,Mercedes-Benz of New Rochelle,http://www.mbnewrochelle.com/,77 East Main Street,New Rochelle,NY,10801,(914) 275-4000,1-914-275-4000
87,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,17.39 mi,Rallye Motors LLC,Rallye Motors LLC,http://www.rallyemotors.com/,1600 Northern Blvd.,Roslyn,NY,11576,(516) 625-1600,1-516-625-1600
88,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,18.45 mi,Mercedes-Benz of Caldwell,Mercedes-Benz of Caldwell,http://www.caldwell.mercedesdealer.com/,1230 Bloomfield Avenue,Fairfield,NJ,7004,(973) 227-3600,1-973-227-3600
89,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,18.51 mi,Ray Catena of Union LLC,Ray Catena of Union LLC,http://www.raycatenaunion.com/,2585 Route 22 West,Union,NJ,7083,(908) 379-7200,1-908-379-7200
90,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,19.73 mi,Mercedes-Benz of White Plains,Mercedes-Benz of White Plains,http://www.mbwhiteplains.com/,50 Bank Street,White Plains,NY,10606,(914) 949-4000,1-914-949-4000
91,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,20.22 mi,Mercedes-Benz of Rockville Centre,Mercedes-Benz of Rockville Centre,http://www.lakeview.mercedesdealer.com/,650 Sunrise Highway,Rockville Centre,NY,11570,(516) 766-6900,1-516-766-6900
92,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,21.85 mi,Mercedes-Benz of Nanuet,Mercedes-Benz of Nanuet,http://www.nanuet.mercedesdealer.com/,99 Route 304,Nanuet,NY,10954,(845) 624-1500,1-845-624-1500
93,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10024,24.17 mi,Mercedes-Benz of Greenwich,Mercedes-Benz of Greenwich,http://www.greenwichmb.com/,261 West Putnam Ave.,Greenwich,CT,6830,(203) 869-2850,1-203-869-2850
94,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,3.18 mi,"Mercedes-Benz Manhattan, Inc.","Mercedes-Benz Manhattan, Inc.",http://www.mbmanhattan.com/,770 11th Avenue,New York,NY,10019,(212) 629-1600,1-212-629-1600
95,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,3.93 mi,Silver Star Motors,Silver Star Motors,http://www.silverstar.mercedesdealer.com/,36-11 Northern Boulevard,Long Island City,NY,11101,(718) 361-2332,1-718-361-2332
96,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,6.36 mi,Benzel-Busch Motor Car Corp.,Benzel-Busch Motor Car Corp.,http://mercedes.benzelbusch.com/,28 Grand Avenue,Englewood,NJ,7631,(866) 751-2754,1-866-751-2754
97,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,10.53 mi,"Helms Bros., Inc.","Helms Bros., Inc.",http://www.helmsbros.mercedesdealer.com/,208-24 Northern Blvd.,Bayside,NY,11361,(718) 631-8181,1-718-631-8181
98,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,11.44 mi,"Prestige Motors, Inc.","Prestige Motors, Inc.",http://www.prestige.mercedesdealer.com/,755 Route 17,Paramus,NJ,7652,(201) 265-7800,1-201-265-7800
99,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,13.56 mi,Mercedes-Benz of New Rochelle,Mercedes-Benz of New Rochelle,http://www.mbnewrochelle.com/,77 East Main Street,New Rochelle,NY,10801,(914) 275-4000,1-914-275-4000
100,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,14.45 mi,Mercedes-Benz of Brooklyn,Mercedes-Benz of Brooklyn,http://www.brooklyn.mercedesdealer.com/,1810 Shore Parkway,Brooklyn,NY,11214,(718) 258-5100,1-718-258-5100
101,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,17.03 mi,Rallye Motors LLC,Rallye Motors LLC,http://www.rallyemotors.com/,1600 Northern Blvd.,Roslyn,NY,11576,(516) 625-1600,1-516-625-1600
102,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,18.52 mi,Mercedes-Benz of Caldwell,Mercedes-Benz of Caldwell,http://www.caldwell.mercedesdealer.com/,1230 Bloomfield Avenue,Fairfield,NJ,7004,(973) 227-3600,1-973-227-3600
103,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,18.75 mi,Mercedes-Benz of White Plains,Mercedes-Benz of White Plains,http://www.mbwhiteplains.com/,50 Bank Street,White Plains,NY,10606,(914) 949-4000,1-914-949-4000
104,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,19.16 mi,Ray Catena of Union LLC,Ray Catena of Union LLC,http://www.raycatenaunion.com/,2585 Route 22 West,Union,NJ,7083,(908) 379-7200,1-908-379-7200
105,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,20.39 mi,Mercedes-Benz of Rockville Centre,Mercedes-Benz of Rockville Centre,http://www.lakeview.mercedesdealer.com/,650 Sunrise Highway,Rockville Centre,NY,11570,(516) 766-6900,1-516-766-6900
106,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,20.90 mi,Mercedes-Benz of Nanuet,Mercedes-Benz of Nanuet,http://www.nanuet.mercedesdealer.com/,99 Route 304,Nanuet,NY,10954,(845) 624-1500,1-845-624-1500
107,https://www.mbusa.com/mercedes/dealers/locator#!layout=/dealers/locator&businessType=DEALERS&radius=0%2C25&expandRadius=false&searchType=byZip&zip=10025,23.29 mi,Mercedes-Benz of Greenwich,Mercedes-Benz of Greenwich,http://www.greenwichmb.com/,261 West Putnam Ave.,Greenwich,CT,6830,(203) 869-2850,1-203-869-2850
