url,title,author,date,mileage,overall_rating,Overall,Value,Reliability,Quality,Styling,Comfort,pros,cons,full_review,recommendation
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=2&vehicleid=422521&intent=buy-new,Best Car I Have Ever Owned,Doug,"on Monday, August 29, 2016","I own this car - My approximate mileage is 15,000",overall rating 10 of 10,10-Oct,,10-Oct,10-Oct,10-Sep,10-Sep,"""Fun to drive, beautiful car""","""navigation not touch screen, no front camera""","""My 2015 Mercedes-Benz CLA45 AMG is my favorite car that I have ever owned! I have always been happy with the value of Mercedes-Benz vehicles as they seem to maintain a strong value per cost as time goes by. Further, it is typically hard to find any AMG at under $100,000 sticker price. Even with some of the added features on mine, the sticker price did come in under $100k when new (Note: I purchased it as a Certified Pre-Owned as I do with all of my vehicles). Thus, I give it a 10/10 for value. In terms of reliability, I gave it a 10/10 as I have had no problems with it whatsoever. Granted I have only had it about one month, but all was perfect so far (knock on wood lol). In terms of Quality, again a 10/10 as the car even has a look of strength, power and durability. Mercedes-Benz always does a great job (IMO) of ensuring their vehicles are of the highest quality! Driving Dynamics - simply amazing! The car launches like a bullet in quick acceleration and corners beautifully. The suspension shifts the weight in proper proportions in any situation/condition. 10/10 The design I gave a 9/10 but that is being very nit-picky. I would have given it a 10/10 if it were not for the design of the COMAND system. The location of the knob/wheel to control it, is in a location where it is very easy to accidentally bump. Maybe moving it closer to the center would help (touchscreen would be nice too). Also, the cup holders are very small (I drink Fiji water and it is hard to fit it in the cup holders - also part of that is due to the dumb square design of Fiji bottles lol). The exterior design is beautiful! The illuminated star would be my only gripe. It is not very bright and difficult to understand when it is on and when it is not (does not flash with the headlights, etc). Comfort and Convenience I also gave 9/10 being very nit-picky. The mBrace 2 system/options are simply amazing. The in-vehicle internet is dial-up modem speed (ahhhh lol). Also, I have owned a 2012 C300 which seemed to have some nice features/options I do not have on this one (Gracenote music, etc.). Also convenient would be if the back-up camera had a front view as well (and even side views - my wife's Infiniti EX35 has this) and audible sensors could also be helpful but again these are not ""complaints"" - simply the only things missing for a 10/10. ;-) Overall I gave it a 10/10 because it is an amazing car! Highly recommended x 1000!! :-)""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=3&vehicleid=422521&intent=buy-new,Don't buy any Mercedes ....worst resale value!!!!,psyco,"on Monday, April 18, 2016","I own this car - My approximate mileage is 2,619",overall rating 1 of 10,10-Jan,10-Jan,10-Jan,,,,"""NONE!!""","""Buy something else!!""","""Bought into the hype by Mercedes and the dealer ""It's a Edition 1, only 250 are built w/the Special options, they hold their value because they're ""RARE"" they only build them in the ""Launch"" year."" Tried to trade my 2014 ""RARE Edition 1"" in on another brand, I was offered $25,000 for my 2 year old car with 2,619 miles on it, that cost me $45,000 when I bought it! The dealer I was trying to buy from called 2 Mercedes dealers and they told him ""nobody wants those cars"".""",Likely to recommend this car? (1-10): 1
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=3&vehicleid=422521&intent=buy-new,money well spent,Pajama168,"on Tuesday, February 24, 2015","I own this car - My approximate mileage is 6,000",overall rating 10 of 10,10-Oct,,10-Oct,10-Sep,10-Sep,,"""Build quality, driving dynamic, mileage, VALUE""","""DCT takes some time to get used to""","""Owned the car since Sep 2013 (yup i was told mine was the very first CLA the dealership delivered). I am very pleased with its interior quality and driving dynamic as you would expect from a MB. Gas mileage is almost as good as advertised (I got low 20s in city and mid-low 30s on hwy). A lot people don't but personally I absolutely love the stop/start. The DCT transmission sometimes feels reluctant to shift (eg. when you push it too hard), which took me a while to get used to. Mine CLA got the sports suspension which is super fun through corners but can be too stiff as a family car. Overall I'd definitely recommend this car to anybody.""",Likely to recommend this car? (1-10): 9
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=3&vehicleid=422521&intent=buy-new,Great car. Enjoying the drive and gas mileage.,1st time MB owner,"on Saturday, April 5, 2014","I own this car - My approximate mileage is 1,300",overall rating 9 of 10,10-Sep,,10-Sep,10-Oct,10-Oct,10-Sep,"""the panoramic roof, p1 package, smooth trans.,""","""bi-xeon light package""","""This is a great car. I spent some time trying to find a dealer willing to work with me on the price. I had to have the pano roof. That is a huge plus to the car. Should have separate controls to open the roof and the sunscreen, but it does not. The responsiveness of the motor to car size is fantastic. The fit and comfort of the interior is great, not a car to haul adults in though. The backseat is small. The trunk area is massive. The fuel economy is great, when you keep your driving non-sporting. The bi-xeon light package is fine unless you have had experience with a better version. There should be another higher level package then the one available. I spent extra expecting something better than what I got.""",Likely to recommend this car? (1-10): 9
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=3&vehicleid=422521&intent=buy-new,Not happy with vehicle - hesitates when downshifts,Don Z,"on Sunday, March 29, 2015","I own this car - My approximate mileage is 11,500",overall rating 7 of 10,10-Jul,10-Aug,10-Aug,10-Oct,10-Oct,10-May,"""New features - had a lot of learning to do""","""Hesitates when downshifting is required""","""Vehicle is hard riding and noisy, especially with the low-profile 'run flat' tires. I'm extremely unhappy that the vehicle hesitates when it is suppose to downshift and when it does, it will suddenly accelerate very rapidly - must be careful if an object is in front of you. Fuel mileage per gal is better than a Mercedes GLK350 I previously owned. A lot of new features to learn and I had to read and re-read the operators' and command manuals.""",Likely to recommend this car? (1-10): 5
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=3&vehicleid=422521&intent=buy-new,Love my baby!,Missct1964,"on Saturday, September 19, 2015","I own this car - My approximate mileage is 7,000",overall rating 9 of 10,10-Sep,,10-Oct,10-Oct,10-Oct,,,,"""I love the look of the car and have no issues with the drive. Love love love the panorama sun roof. I was able to get what I wanted and I love the color and interior design. I have driven the car for one business trip and loved how well the car handled and the gas mileage. My only beefs are that there is no foot rest on the driver side for my left foot and I wish there was a slit in the arm rest for the USB cord so my cord is not mashed when the rest is closed. Overall I couldn't be happier with the car.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=4&vehicleid=422521&intent=buy-new,What a Great Car,vars0153,"on Sunday, January 3, 2016","I own this car - My approximate mileage is 11,000",overall rating 9 of 10,10-Sep,,10-Oct,10-Oct,10-Sep,10-Sep,,,"""I have had many cars through the years and so far this is the best. Car is fun to drive and mileage is great. the back seat is not as tight and critics would have you believe. had 3 seating in back with no complaints. I compared to the competition and best lease for the money. Ordered the car in Brown which you don't see much of. Great color. my biggest complaint if not knowing you had to order multi media package to get Bluetooth to function without using phone! this is bad! One assumes when you see Bluetooth in standard features phone would work by pushing a button on steering wheel.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=4&vehicleid=422521&intent=buy-new,Outstanding performance/economy with a few hiccups,fox4gib,"on Tuesday, September 16, 2014","I own this car - My approximate mileage is 6,500",overall rating 9 of 10,10-Sep,10-Aug,10-Oct,10-Sep,10-Aug,,"""Power, handling and economy with 4-door utility""","""Abysmal audio controls; DCT neither smooth nor fun""","""My CLA45-AMG meets or exceeds all my requirements for a high-performance, 4-door sedan. I use the car primarily for long-distance trips and prefer back roads over the interstate highways. Strengths include exceptional engine performance and brakes. I've owned two C7 Corvettes, and for all practical purposes the AMG can accelerate and pass as well as they could on public roads. More surprisingly, the fuel economy has been significantly better than I anticipated. When driven normally I get about 26 MPG in town and over 32 MPG on the open road. Obviously, when pushed hard the mileage suffers accordingly, but that is to be expected. The car is comfortable although the ride is firm which is what I prefer. I deliberately stayed with the standard equipment 18""wheels rather than the optional 19"". Likewise, I choose standard, non run-flat tires which I detest. Dislikes include the audio system, which sounds fine, but is ridiculously complex to operate. The controls on my 2009 Cobalt work just as well and are infinitely simpler to use. What I can do with one push of a button on the Cobalt requires three and sometimes four button actions on the Mercedes. Just stupid! Likewise, the display screen in the middle of the dashboard works OK, but simply looks like an ""add-on"". The electronic steering is ""over-assisted"" in my opinion and doesn't provide the feedback I like/expect from a performance car. Also, this is the first car I've owned that had the dual clutch transmission. I'm not impressed. It's not as smooth as an automatic and no where near as fun/engaging as a manual. Likewise, the ""stop/start"" engine feature works as advertised when the ""ECO"" mode, but has a slight delay after brake release before the engine starts, which can be disconcerting when turning left across traffic. Bottom line: I'm satisfied. It does what I needed it to do, but I miss my Corvette!""",Likely to recommend this car? (1-10): 9
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=4&vehicleid=422521&intent=buy-new,Not your grandpa's Benz,JJ,"on Wednesday, October 29, 2014",I own this car - My approximate mileage is 500,overall rating 9 of 10,10-Sep,10-Sep,10-Sep,10-Oct,10-Sep,,"""The hippest 3 pointed star in the US thus far.""","""No cup holders in the back""","""Best bang for the buck ever for the three pointed star. I couldn't afford the AMG45 but my CLA250 4Matic is still plenty of fun. For a base model-- bottom of the line, it still has many more features than many $30K 'loaded' cookie cutter cars. Auto start/stop, auto hold, collision avoidance, paddle shifter, auto wipers, auto tilt down mirror as well as all the usual accoutrements you would expect from the Teutons. The mileage is good too. I was averaging 38.5MPG during a 3 hours trip on the highway. However,the gas cap is on the wrong side!!! Don't they know German cars are supposed to fill up on the right side? If you're looking for cupholders in the back, stop looking. It isn't there. The start/stop function works well but it's a little crunchy. Also I wish I would have splurged a bit more on the uber cool options. Fortunately, sleek styling, cool interior and wonderful drive dynamic makes up for most of its inadequacies.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=4&vehicleid=422521&intent=buy-new,Excellent car w/ a beautiful design,Raquel,"on Tuesday, February 24, 2015","I own this car - My approximate mileage is 9,700",overall rating 10 of 10,10-Oct,,10-Oct,10-Oct,10-Oct,,"""Everybody will love it is wonderful""","""No for big families is small in the back""","""Every body look at this car because is a beautiful model and it feels very reliable too, is a powerful turbo accelerator sometimes I got a little scared because it goes from 0 to 60 mph in only 4 seconds it has a lot of features for the price.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=4&vehicleid=422521&intent=buy-new,VERY GOOD CAR,bill,"on Monday, May 16, 2016","I own this car - My approximate mileage is 14,000",overall rating 9 of 10,10-Sep,10-Sep,10-Sep,10-Sep,10-Aug,10-Sep,,,"""Overall I am very happy with this car: PLUSES: Great lease deal, comfortable ride, excellent gas mileage, great on the highway, quality interior features, radio, navigation etc.Solid car, I was rear ended by a Cadillac, I drove away, he was towed. NEGATIVES: Small back seat, poor rear visibility especially on right side. My next vehicle will have blind spot monitoring.""",Likely to recommend this car? (1-10): 8
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=5&vehicleid=422521&intent=buy-new,"Great car, but a bit cramped for larger drivers",Derek,"on Wednesday, July 8, 2015","I own this car - My approximate mileage is 23,000",overall rating 8 of 10,10-Aug,10-Sep,10-Oct,10-Sep,10-Aug,10-Sep,"""Zippy & fun to drive, great MPG, great styling""","""small head room, cheapo plastic interior materials""","""I bought my CLA250 brand new last year and have since put on about 23,000 miles. I have had zero issues with the car so far. I wanted a faster car that could also hold it's own in the snow and this car does exactly that. At just over 200hp, it's not a speed demon on the highway, but it is very zippy around town and extremely smooth and quiet on the highway. The front wheel drive combined with the traction control system are phenomenal in the snow, it hardly feels like driving in snow at all. I drive pretty quickly most of the time and average around 32mpg which I am very pleased with. The only gripe I have with the car is that it is small for larger drivers. I am 6'4"" and the driver's seat goes back plenty far to be comfortable, but it does lack head room. I feel like my head is almost always about to touch the roof which I don't like. Note: My car has the panoramic roof which does limit the amount of head room. I drove a CLA without the glass roof and there seemed to be a couple more inches of space... The back seat is tiny, but what else can you expect from what MB calls a ""4 door coupe"". I have an 80lb dog that fits just fine in the back and has his own window to stick his head out of which you can't say for a traditional 2 door coupe style.""",Likely to recommend this car? (1-10): 8
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=5&vehicleid=422521&intent=buy-new,first Mercedes ever,dav,"on Monday, November 7, 2016","I own this car - My approximate mileage is 36,000",overall rating 10 of 10,10-Oct,10-Aug,10-Sep,,10-Sep,,"""great price, good looking car,""","""it sits low""","""so i was very skeptic of getting this car because they were so many reviews with different opinions. i am 21 and have no kids and i bought this car when i was 20. ive had it over a year now and cant believe how much i have enjoyed the first car that i bought. they are a few things like how the car sits low and how the random triangle sensor comes on but other then that everything is good! cant wait to keep driving it.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=5&vehicleid=422521&intent=buy-new,Great entry model for new Mercedes Benz clients,Mark,"on Friday, May 27, 2016",I don't own this car,overall rating 10 of 10,10-Oct,,10-Oct,10-Oct,10-Aug,10-Sep,"""Great MPG, Fast, Fun to drive and easy to get in""","""ECO button is a pain but not a big deal""","""1. Great mileage - 38.5 mpg 2. Room for my golf clubs in the trunk w/o folding down seats 3. All Wheel Drive handles snow perfectly 4. It was RED and tons of people compliment me on the car""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=5&vehicleid=422521&intent=buy-new,very fast and great car to finally grow up to,tekfoc,"on Monday, August 17, 2015","I own this car - My approximate mileage is 2,300",overall rating 10 of 10,10-Oct,,10-Oct,10-Oct,10-Oct,,"""very fast, very reliable, fun to drive.""","""expensive not a cheap car per say""","""fantastic very fast,great traction in adverse winter weather (4matic). gorgeous exterior and interior. I have a fully loaded 45 AMG with RECARO racing seats and carbon fiber. I have this car for a 1yr 1/2 totally awesome car.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=5&vehicleid=422521&intent=buy-new,I'd buy another one tomorrow,anauditor,"on Sunday, October 4, 2015","I own this car - My approximate mileage is 18,000",overall rating 10 of 10,10-Oct,,10-Oct,10-Sep,10-Oct,,"""Fantastic car, great driving dynamics, looks good.""","""None, really.""","""Entry level Benz with same luxury features as many of its C and GLK class siblings. The DCT enhances the performance of the 2.0T engine. As all MB products can accelerate quickly once it gets going. Driving dynamics are stellar. Interior is quality and presents well with high-grade finishes and top stitching on the seats. Very comfortable for driver and passengers alike, although entry to back seat is difficult due to coupe design. fold-down seats add to utility of an already spacious trunk. I bought one of the early models so not having a lot of choice I had to settle for a car with fewer options than I wanted. No problems and no regrets yet. And for the first time ever, I can say: I'd buy another one tomorrow if I had to.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=6&vehicleid=422521&intent=buy-new,Great car,CLA owner,"on Sunday, July 27, 2014","I own this car - My approximate mileage is 12,500",overall rating 10 of 10,10-Oct,,10-Oct,10-Oct,10-Oct,,"""Handling and feel. Steering is solid. Love it.""","""None so far.""","""I really enjoy driving the CLA 250 everyday. The car is fun to drive with great handling and nice power. I'm getting 32.5 miles to the gallon in mixed driving. 40 on the highway and around 29 in town driving. The cabin is quiet and comfortable and I get a lot of looks and comments about how people like the design and looks of the car. I would definitely buy this car again, but I plan on keeping it for at least 6 to 7 more years.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=6&vehicleid=422521&intent=buy-new,Great Car,Fernando,"on Saturday, January 2, 2016","I own this car - My approximate mileage is 30,600",overall rating 10 of 10,10-Oct,,10-Oct,10-Oct,10-Oct,10-Aug,,,"""Great car, this is my 3rd Mercedes Benz and so far so good. Driver and front passenger seats very comfortable, back seats not as comfortable but not too bad. Few issues, Engine light on, took it to the dealer , they took care of it, it was a sensor.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=6&vehicleid=422521&intent=buy-new,1st new Mercedes-Benz and very pleased,Happy in Chicago,"on Sunday, August 24, 2014","I own this car - My approximate mileage is 4,900",overall rating 9 of 10,10-Sep,10-Sep,,10-Sep,10-Oct,10-Sep,"""Great looking & driving M-B for $35K""","""Smaller rear seat, no spare tire, no rear armrest""","""Purchased a Certified Pre-owned CLA250 (4,900 miles) two weeks ago. Went in to buy a 2 yr. old off lease C300 4matic but wife saw the Jupiter Red CLA on the showroom floor and fell in love with it. Two weeks on and all is well. I'm a long time M-B owner but always 2 or 3 generations behind, so I'm excited to have one of their newest products. Was concerned about ""newness"" factor but salesman the chassis had been in development for 5 years in Europe as the A class people carrier before coming to the USA. CLA handled well during the test drive with ride being pretty firm, which I like, but our car also has the 18"" wheels with 40 series tires. Acceptable power from the 4 cyl engine, and changing into ""Sport"" mode definitely helped the acceleration. ""Eco"" mode shuts the car off at stops which takes some getting used to, but AC and other accessories seem to keep working so no problem there. Also like the interior look and feel. M-B text looks like leather and the stitching in the door panel and seats impressed my wife. Interior lighting layout is nice as well. I liked being able to buy a front drive car from Mercedes instead of all wheel drive for the Chicago winters. Was also looking for a fuel economy improvement over C300 which we got as well. Yes back seat is small but I'm 6ft and can get in and out OK. Not great for cross country but would handle 4 adults for a day trip nicely. Nice size trunk and flexibility of fold down rear seats will help make this a great everyday car once the newness wears off. Since our car was Certified Pre-Owned we received and extra year on the factory warranty and unlimited mileage. Purchased an extra two year warranty for $2450 giving us a total 6.25 years of warranty and unlimited mileage. Hoping I don't need to use any of it but we plan on keeping the car so thought it was good investment long term.""",Likely to recommend this car? (1-10): 9
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=6&vehicleid=422521&intent=buy-new,Fantastic small luxury car!,Josh,"on Saturday, July 18, 2015","I own this car - My approximate mileage is 3,500",overall rating 9 of 10,10-Sep,,10-Sep,10-Sep,10-Oct,,"""Power, handling, styling, quiet cabin""","""Nosiy engine, no HID headlights standard""","""The handling and torque is fantastic! Vehicle has no problem turning ""on a dime"" and freeway on-ramp acceleration. A/C vents are the best I've ever experience in any vehicle; very flexible and easy to operate. The A/C is ice cold and the heating is excellent. The base leather seats are comfortable and sporty-looking. The steering wheel is the best I've ever gripped. The trunk is large and the fold-down seats create even more space for the small vehicle. The navigation system is not intuitive but the screen is placed nicely and the picture quality is very good. Harmon-Kardon surround sound is awesome but my only complaint is that the subwoofer is weak, resulting in too much treble. However, the surround effect awesome! Finally, the panoramic moonroof is a must-have! My only overall complaint is that the engine is noisy and it makes an odd sound at engine shut down (sound like a transformer robot). Also, I don't know why HID headlights aren't standard on a MB. Plain headlights are kind of cheap looking for a luxury car.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/cla/2017/cla250-consumer_reviews/?p=6&vehicleid=422521&intent=buy-new,Best vehicle ever,Yash,"on Friday, November 22, 2013",I own this car - My approximate mileage is 300,overall rating 10 of 10,10-Oct,,10-Oct,10-Oct,10-Oct,,"""fun to drive""","""back seat head room little low""","""I enjoy the ride and every corner of this car design is great and perfect.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/e-class/2016/e400-4matic-consumer_reviews/?p=1&vehicleid=409891&intent=buy-new,I LOVE this car!!!,Chuck,"on Thursday, June 30, 2016","I own this car - My approximate mileage is 23,500",overall rating 10 of 10,10-Oct,,10-Oct,10-Oct,10-Oct,,"""All Pluses""","""No Minuses""","""This is my third Mercedes. I keep coming back for the QUALITY and PERFORMANCE. I have owned several different ""luxury cars"" and hands down none compare to Mercedes. The car is beautiful inside and out and it rides like a dream. Everyone should be able to experience driving this car!""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/e-class/2016/e400-4matic-consumer_reviews/?p=1&vehicleid=409891&intent=buy-new,2014 E350 4-Matic Sedan is a great car for senior,RobertS,"on Saturday, February 4, 2017","I own this car - My approximate mileage is 13,000",overall rating 9 of 10,10-Sep,10-Sep,10-Sep,10-Oct,10-Sep,10-Sep,"""design/ease of use, handling, quality, reliability""","""depreciation rate too fast""","""I switched from Lexus to Mercedes about 3 years ago. Even though Lexus is a well built car, I was thoroughly impressed with the design/ease of use, handling, reliability, and gas mileages of my E-350 4-Matic Luxury sedan. I consider MB is a notch above Lexus, not just the name but also the car itself. The style of my car is not too flashy and it is a solid and well built car for senior. In terms of all wheel drive, my son-in-law has a Subaru AWD but the handling of Subaru is not nearly as easy as E-350 4-Matic. Subaru was very stiff in handling while MB is not. If you live in a colder climate, 4-Matic is a highly recommended option since you need not to worry about snow or slippery road with 4-Matic. In Southeastern PA, I do not need snow tires for Winter. The only issue I have with MB is its rate of depreciation. I cannot understand why such a good car depreciates so fast vis-a-vis Lexus. So, if you can find a good used MB say 2-3 years old, it is a very good deal. By the way, I intend to keep my MB for a long time and it is not for sale.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/e-class/2016/e400-4matic-consumer_reviews/?p=1&vehicleid=409891&intent=buy-new,Comfortable with good handling and looks.,kaplaj,"on Wednesday, October 12, 2016","I own this car - My approximate mileage is 6,500",overall rating 10 of 10,10-Oct,10-Sep,10-Oct,10-Oct,10-Oct,,"""Comfort, styling, drive quality.""","""Driver interfaces, GPS and rear seat entry.""","""Overall I love the car. It looks and drives the way you expect a MB should. It is quick, responsive, and comfortable with excellent quality. Not crazy about the gear shift lever on the steering column, nor the driver interfaces (can be very confusing). Raked roof line makes entry to rear seats more difficult that you would expect. Biggest disappointment is the GPS. The GPS on my phone is far easier to use and often more accurate than the one in the MB.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/e-class/2016/e400-4matic-consumer_reviews/?p=1&vehicleid=409891&intent=buy-new,"Love the car, love the ride",gelli,"on Tuesday, January 24, 2017","I own this car - My approximate mileage is 61,000",overall rating 9 of 10,10-Sep,10-Aug,10-Oct,10-Oct,10-Sep,,"""Performance, handling, quality""","""Front end clearance.""","""This car is so much fun to drive on the highway. Great ride, great handling. Love the performance, gripping, massaging drivers seat. And it gets 24-25 MPG traveling at 80 MPH. Also very quiet, so easy to have a conversation with passengers or talk on the phone system while driving. My only issues are: 1. wish it was about an inch higher in the front, 2. I wish the silver/white dashboard were easier to read in certain daylight conditions and 3. I wish the exhaust tips were situated such that you couldn't bump into them when loading thru the rear hatch as I have burned my leg twice. Otherwise love the car.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/e-class/2016/e400-4matic-consumer_reviews/?p=1&vehicleid=409891&intent=buy-new,BEST CAR I HAVE OWNED,DOC,"on Saturday, November 26, 2016","I own this car - My approximate mileage is 21,000",overall rating 10 of 10,10-Oct,,10-Oct,10-Oct,10-Oct,,"""DRIVES GREAT""","""NONE""","""THIS IS ONE OF THE BEST CARS I HAVE OWNED I HAVE HAD OTHER CARS LIKE CADILLAC WHICH IS THE WORST MY MERCEDES IS THE BEST CAR GREAT GAS MILES (28 CITY) 32 HIGHWAY BETTER THAN I HOPED FOR GREAT RIDE GREAT HANDLING CONFORT JUST A GREAT CAR I HOPE MERCEDES KEEPS UP THE GOOD WORK AND DONT CHANGE SOMETHING THAT WORKS GOOD""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/e-class/2016/e400-4matic-consumer_reviews/?p=2&vehicleid=409891&intent=buy-new,best car ever!!,George Of the Jungle,"on Thursday, January 5, 2012","I own this car - My approximate mileage is 3,000",overall rating 10 of 10,10-Oct,,10-Oct,10-Oct,10-Oct,,,,"""wonderful car. very well designed. real road car.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/e-class/2016/e400-4matic-consumer_reviews/?p=2&vehicleid=409891&intent=buy-new,Well worth the money,John,"on Friday, March 4, 2011",,overall rating 10 of 10,10-Oct,,10-Oct,10-Oct,10-Oct,,,,"""Exceptional ride, fit/finish, diesel econo, pickup. Looked at many cars, some higher/ lower price, best overall for the money. The 2010 replacement not the same ride comfort.""",
https://www.kbb.com/mercedes-benz/e-class/2016/e400-4matic-consumer_reviews/?p=2&vehicleid=409891&intent=buy-new,A luxury rocket.,JoeS,"on Saturday, November 30, 2013","I own this car - My approximate mileage is 19,800",overall rating 9 of 10,10-Sep,,10-Oct,,10-Oct,10-Aug,"""Amazing performance and acceleration. Great looks""","""Slightly rough ride. Jerky trans in sport mode""","""My 2nd E-Class AMG. My 2004 rode better but did not handle or preform anything like the 2012. I plan on changing tires to Michelins from the stock Pirelli's. Great electronics and looks. The exhaust is a little loud for my taste and the gear box can be a little jerky in modes other than Comfort. Where it really shines is straight line 0-1xx""",Likely to recommend this car? (1-10): 8
https://www.kbb.com/mercedes-benz/e-class/2016/e400-4matic-consumer_reviews/?p=2&vehicleid=409891&intent=buy-new,Wonderfully powerful car!,Happy MB Owner,"on Sunday, September 13, 2015","I own this car - My approximate mileage is 5,000",overall rating 10 of 10,10-Oct,10-Aug,10-Oct,10-Oct,10-Oct,,"""Very comfortable, large engine luxury vehicle""","""The learning curve for the electronics is steep""","""Fantastic drive with power to spare. The car has all of the extras you could dream of and is a pleasure to drive. It handles very well, especially in the corners. For the 6 months I have owned the car, I have had no problems - the only service so far is an oil change. For a four seater convertible, this is the best on the market.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/e-class/2016/e400-4matic-consumer_reviews/?p=2&vehicleid=409891&intent=buy-new,MB has really stepped up!,a6carlos,"on Wednesday, May 2, 2012","I own this car - My approximate mileage is 3,500",overall rating 10 of 10,10-Oct,10-Sep,10-Oct,10-Oct,10-Oct,,"""Stylish, tech savvy, VERY comfortable!""","""Pricey w/o a rebate, but you get what you pay for""","""I already owned a 2002 C CLass and was looking to make the move up in size. Evaluated BMW, Lexus, etc and finally decided on the E Class as the USAA rebate of $4000 was too good to pass up. MB has really come into the 21st century in a big way! This car has a great layout and styling, and the electronics and convenience features are all extremely well integrated, easy to use, and very useful. I just returned from a 1500 mile cross-country trip in this car and it was truly a pleasure to drive. I love the panorama roof and the HID headlights, and an especially nice touch is the LED cabin lighting. The front end has a nice aggressive style to it and the car handles extremely well in all driving conditions. I had my heart set on the BlueTec but when I found out the new gas engine gets only 2 mpg less than the diesel, I went with the more responsive engine. Maintenance costs are much less with gas as well.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/e-class/2016/e400-4matic-consumer_reviews/?p=3&vehicleid=409891&intent=buy-new,My First MB and Loving It!,Ken Valley,"on Thursday, December 20, 2012","I own this car - My approximate mileage is 22,000",overall rating 9 of 10,10-Sep,10-Sep,10-Sep,10-Sep,10-Oct,,"""Smooth Handling and Very Luxurious !""","""Not as Powerful as BMW, but Good!""","""I was a bit leary about moving from my reliable Lexus GS to my first Mercedes. My wife and I both looked at BMW 5-series, before we settled on the E350. If you're looking for luxury and comfort ride, this car is it! This car is luxurious (IMO) both inside and out. And, since this car is still under the factory, as well as additional CPO warranty, I am confident that we can put some miles on this beauty before it'll need its first oil change (after about 10,000 miles!) My only pet peeve, here, is that I wish the COMAND system would be a bit more robust like the BMW's iDrive. But, overall, we are very happy with this purchase and my wife loves the special contour driver seat with massaging feature!""",Likely to recommend this car? (1-10): 9
https://www.kbb.com/mercedes-benz/e-class/2016/e400-4matic-consumer_reviews/?p=3&vehicleid=409891&intent=buy-new,Best car I have ever owned,Zors1957,"on Tuesday, August 2, 2016","I own this car - My approximate mileage is 50,000",overall rating 9 of 10,10-Sep,10-Sep,10-Oct,10-Oct,10-Sep,,"""Solid, safe, reliable, comfortable plush interior""","""None""","""This car has been rock solid, a great commuter in awful DC traffic. I generally don't feel safe in cars but I feel safe in this car. Excellent comfort in the interior, the only thing I wish it had was fold down seats in the back and heated steering wheel but those are not deal breakers. If you want a sturdy, reliable and elegant car to go on road trips or commute to work, this is it. I tested this and the BMW 5 series, which is a bit peppier and quicker but this car was at a better price point and I don't feel I sacrificed on quality. It's a bit boring on the outside compared to the BMW.""",Likely to recommend this car? (1-10): 10
